factor,corr_with_forward_return,mean_when_up,mean_when_down,difference_up_down,missing_rate,abs_corr_rank
volume_change_1,0.02219794796045199,0.009668488596646409,0.013948020527985036,-0.004279531931338627,0.0005208333333333333,225.0
trend_regime_score,-0.020623021937662207,0.6069168173598554,0.644963144963145,-0.03804632760328963,0.0,226.0
m5_available,0.019343139440340894,0.16003616636528029,0.16461916461916462,-0.004582998253884335,0.0,227.0
amount_abnormality_5,0.018193946611619747,-0.041791476687094105,0.020547186093609508,-0.062338662780703616,0.0010416666666666667,228.0
stoch_k,0.018017700602694704,62.82905073436539,63.03009769348821,-0.2010469591228201,0.0036458333333333334,229.0
macd_hist_change,-0.01796171508203321,-0.2563143180454083,0.16108267389248368,-0.4173969919378919,0.01875,230.0
negative_return_streak,0.01645928182811982,0.7640144665461122,0.769041769041769,-0.00502730249565686,0.0,231.0
m5_intraday_min_return,0.016123869949150587,-0.014465328755888,-0.014047734072644686,-0.0004175946832433129,0.8380208333333333,232.0
close_position_60,-0.014375669012855075,0.6535855495924399,0.6815364837012937,-0.027950934108853853,0.015104166666666667,233.0
bollinger_position,0.013530998634761017,0.5671909125303373,0.5733638874761048,-0.006172974945767518,0.0046875,234.0
m5_close_30m_range,0.012184500797202373,0.004820956481922939,0.004602815382063462,0.00021814109985947728,0.8380208333333333,235.0
ret_3,0.01178923505759893,0.0023031820566785923,0.0030779247246275885,-0.0007747426679489962,0.0015625,236.0
ret_mean_3,0.010921756110961496,0.0007544451355092045,0.0009955832209936658,-0.00024113808548446131,0.0010416666666666667,237.0
m5_down_volume_pressure,-0.010846280393970382,0.0006541643261232531,0.0006107040865241557,4.3460239599097446e-05,0.8380208333333333,238.0
m5_intraday_return_mean_5,-0.010364210064485195,0.000493961173111071,0.0013901946008076467,-0.0008962334276965757,0.8390625,239.0
volume_price_confirmation_60,0.010239561753260563,0.009331124102777396,0.009132003719684449,0.0001991203830929468,0.015104166666666667,240.0
bull_high_vol_regime,-0.009681425177643815,0.14285714285714285,0.14742014742014742,-0.004563004563004569,0.0,241.0
volume_abnormality_5,0.009459863270778399,-0.036508680920296556,0.03415493631358005,-0.0706636172338766,0.0010416666666666667,242.0
m5_bar_return_autocorr,0.009014309574381485,0.08308772851404439,0.0762007395449689,0.006886988969075483,0.8380208333333333,243.0
close_position_20,0.008905345758845488,0.6341961253105944,0.6373183634498454,-0.0031222381392509435,0.0046875,244.0
ma_ratio_5,0.007871375685238925,0.0011781968479837497,0.001850255361784402,-0.0006720585138006523,0.0020833333333333333,245.0
tail_return_ratio_20,-0.007020668011650394,1.424416088579198,1.4277714674658024,-0.00335537888660431,0.0578125,246.0
rsi_6,0.0067701553252812905,54.6551663570663,55.042851542338724,-0.38768518527242435,0.003125,247.0
m5_close_30m_buy_pressure_z_20,0.006373080751231779,-0.11645092037526228,0.17171355256769513,-0.28816447294295744,0.8401041666666667,248.0
stoch_d,-0.005375834576784102,62.59701468225246,63.40427992143717,-0.8072652391847157,0.004166666666666667,249.0
breakout_low_prior_60,-0.0049227113928941605,0.1652703008025567,0.17337562952980462,-0.008105328727247924,0.015625,250.0
sideways_regime,-0.004338426035332753,0.0867992766726944,0.08968058968058969,-0.002881313007895292,0.0,251.0
volume_price_confirmation_20,-0.0035968887053779122,0.0084983220039232,0.009741708580438959,-0.0012433865765157596,0.0046875,252.0
m5_large_drop_count,0.0034520295003885753,2.92090395480226,2.417910447761194,0.502993507041066,0.8380208333333333,253.0
ret_median_3,0.0033835129823802075,0.0014827469270636592,0.001583393126351918,-0.00010064619928825888,0.0010416666666666667,254.0
price_volume_corr_5,0.0032287190858568565,0.04935122825368677,0.10789135902330015,-0.058540130769613376,0.0026041666666666665,255.0
bull_regime_ma120,-0.0031682696209938024,0.6329113924050633,0.6621621621621622,-0.029250769757098838,0.0,256.0
rsi_change_5,0.0012172849552960208,-0.33986672359126535,0.2563448507196927,-0.5962115743109581,0.009895833333333333,257.0
breakout_low_60,-0.0012016971490321725,0.16486626032047824,0.17185698217137324,-0.006990721850894999,0.015104166666666667,258.0
ret_median_20,-0.00020198450868427764,0.002132737151879197,0.002076515911011298,5.622124086789894e-05,0.005208333333333333,259.0
m5_close_30m_sell_pressure,8.141394645532027e-05,0.0002027707720006348,0.0001282605973228615,7.45101746777733e-05,0.8380208333333333,260.0
m5_close_above_vwap,,0.0,0.0,0.0,0.8380208333333333,
